      HGT,    UWind,    VWind,   TMP,isoBar_Pa,latitude,longitude,forecast_time_hr,forecast_time_unix
30872.621,6.8997216,0.45841062,232.20999,1000.0,37.5,-80.75,12:00:00,1681056000.0
30872.582,6.7897215,0.43841064,232.2,1000.0,37.5,-80.5,12:00:00,1681056000.0
30872.422,6.7997217,0.36841065,232.03,1000.0,37.5,-80.25,12:00:00,1681056000.0
30872.062,7.0697217,0.28841063,231.84,1000.0,37.5,-80.0,12:00:00,1681056000.0
30871.701,7.4497213,0.21841064,231.76999,1000.0,37.5,-79.75,12:00:00,1681056000.0
30871.223,7.7297215,0.16841064,231.81,1000.0,37.5,-79.5,12:00:00,1681056000.0
30871.102,7.8797216,0.16841064,231.87,1000.0,37.5,-79.25,12:00:00,1681056000.0
30871.223,8.019721,0.20841064,231.89,1000.0,37.5,-79.0,12:00:00,1681056000.0
30871.541,8.159721,0.25841063,231.93,1000.0,37.5,-78.75,12:00:00,1681056000.0
30871.781,8.229721,0.28841063,231.92,1000.0,37.5,-78.5,12:00:00,1681056000.0
30871.742,8.339722,0.23841064,231.84,1000.0,37.5,-78.25,12:00:00,1681056000.0
30871.742,8.579721,0.12841064,231.79999,1000.0,37.5,-78.0,12:00:00,1681056000.0
30871.902,8.849722,0.088410646,231.83,1000.0,37.5,-77.75,12:00:00,1681056000.0
30872.021,9.139722,0.10841064,231.87,1000.0,37.5,-77.5,12:00:00,1681056000.0
30874.143,7.3697214,1.1984106,231.89,1000.0,37.25,-81.5,12:00:00,1681056000.0
30874.342,7.3097215,1.1584107,232.06999,1000.0,37.25,-81.25,12:00:00,1681056000.0
30874.781,7.2597213,1.1084106,232.23999,1000.0,37.25,-81.0,12:00:00,1681056000.0
30875.182,7.2197213,1.0684106,232.36,1000.0,37.25,-80.75,12:00:00,1681056000.0
30875.422,7.2397213,0.93841064,232.36,1000.0,37.25,-80.5,12:00:00,1681056000.0
30875.38,7.3897214,0.74841064,232.28,1000.0,37.25,-80.25,12:00:00,1681056000.0
30875.021,7.6197214,0.56841063,232.22,1000.0,37.25,-80.0,12:00:00,1681056000.0
30874.941,7.8597217,0.46841064,232.25,1000.0,37.25,-79.75,12:00:00,1681056000.0
30874.902,7.9797215,0.46841064,232.34,1000.0,37.25,-79.5,12:00:00,1681056000.0
30874.742,8.029721,0.50841063,232.34,1000.0,37.25,-79.25,12:00:00,1681056000.0
30874.582,8.119721,0.5184106,232.29999,1000.0,37.25,-79.0,12:00:00,1681056000.0
30874.38,8.259722,0.48841062,232.22,1000.0,37.25,-78.75,12:00:00,1681056000.0
30874.021,8.429722,0.40841064,232.15,1000.0,37.25,-78.5,12:00:00,1681056000.0
